,course_id,title,instructors,key_words,course_descr
1257,wealth-planning-capstone,Planning your Client's Wealth over a 5-year Horizon,University of Geneva- Michel Girardin,Business Finance Investment Management Microsoft Excel Finance Investment,"In this Capstone project, you will have to choose between three different characters (each with a unique set of financial constraints and objectives) and design an appropriate wealth plan for them over the next 5 years.

You will have to use the knowledge you gained in each of the four preceding courses to reach that objective. Indeed, you will need to know which assets to consider and how to manage them depending on changes in the economic outlook (Course 1), how to evaluate and deal with your character's emotional biases in order to suggest them a wealth strategy they will be able to follow (Course 2), how to build an optimal portfolio and manage its risk once the strategy has been designed (Course 3) and how to adequately measure the performance of your plan while taking advantage of investment vehicles and future trends in the investment management industry to further your character's goals (Course 4).

This Capstone project was designed in collaboration with UBS, our corporate partner, who benefits from years of experience in guiding clients with their wealth planning. Client Profile Investment Policy First Reporting and Rebalancing Final Reporting"
1258,web-app,Web Application Development: Basic Concepts,Greg Heileman Manel Martínez-Ramón,Computer Science Mobile and Web Development Ruby On Rails Web Application Web,"This is the first course in a Coursera Specialization track involving Web Application Architectures.  This course will give you the basic background, terminology and fundamental concepts that you need to understand in order to build modern full stack web applications. A full stack web developer is familiar with each ""layer""  of the software technologies involved in a web application, including data modeling and database technologies, the web server environment and middleware components, network protocols, the user interface and basic visual design and user interaction concepts. 

In this course we will learn by doing.  We will start by learning the major components of web application architectures, along with the fundamental design patterns and philosophies that are used to organize them.  You will build and continually refine a fully functional full-stack web application as we progress through the modules in this course.  Along the way you will be exposed to agile software development practices, numerous tools that software engineers are expected to know how to use, and a modern web application development framework.

This course is also available in Spanish. To join the Spanish version, visit this page: https://www.coursera.org/learn/apliweb. Welcome Module #1 - Web Applications in Context Module #2 - Web Applications Frameworks Module #3 - Managing Data Module #4 - Middleware"
1259,web-application-development,Web Application Development with JavaScript and MongoDB,Dr Matthew Yee-King,Computer Science Software Development Mongodb Meteor JavaScript Routing,"In this course, you will develop more advanced web application programming skills. You will learn how to control data read and write access using methods, publish and subscribe. You will learn how to access your database and server shells using command line tools. You will use the SimpleSchema system to validate data and generate input forms automatically. You will see a complete collaborative code editing environment, TextCircle, being built from scratch. 

At the end of this course, you will be able to:
- use Meteor methods to control data write access
- use publish and subscribe to control data read access
- install and use advanced Meteor packages
- add user accounts to your applications
- implement complex MongoDB filters
- use the MongoDB and meteor server shells
- define data validations schemas using SimpleSchema
- generate data input forms automatically using SimpleSchema

In this course, you will complete:
2 programming assignments taking ~4 hours each to complete
4 quizzes, each taking ~20 minutes to complete
multiple practice quizzes, each taking ~5 minutes to complete

Participation in or completion of this online course will not confer academic credit for University of London programmes Web Application Development with JavaScript and MongoDB: Course overview MongoDB Meteor and reactive data User accounts packages and methods Publish and subscribe model and MongoDB filters SimpleSchemas autoform and code re-organisation Summary"
1260,web-design-project,Web Design for Everybody Capstone,Colleen van Lent Ph.D. Charles Severance,Computer Science Mobile and Web Development Web Design Html JavaScript Cascading Style Sheets (CCS),"The capstone will develop a professional-quality web portfolio.  Students will demonstrate the ability to design and implement a responsive site for a minimum of three platforms.  Adherence to validation and accessibility standards will be required. The evolving student implementations will be reviewed each week by capstone peers and teaching assistants to make sure that the student keeps up with the agenda of the course. 

Upon completion of this course students will feel comfortable creating and/or updating existing front-end sites, utilizing existing frameworks, and testing sites for accessibility compliance.

This course is only open to students who have completed the first four courses in the Web Design for Everybody specialization: Introduction to HTML5, Introduction to CSS3, Interactivity with JavaScript, and Advanced Styling with Responsive Design. Week One: Introduction Week Two: Design Phase Week Two: Design Phase: Lesson Choices Week Three: Review and Preparation Phase Week Four: Coding Phase"
1261,web-development,Introduction to Web Development,Daniel Randall,Computer Science Mobile and Web Development Css Code Html JavaScript Cascading Style Sheets (CCS),"This course is designed to start you on a path toward future studies in web development and design, no matter how little experience or technical knowledge you currently have. The web is a very big place, and if you are the typical internet user, you probably visit several websites every day, whether for business, entertainment or education. But have you ever wondered how these websites actually work? How are they built? How do browsers, computers, and mobile devices interact with the web? What skills are necessary to build a website? With almost 1 billion websites now on the internet, the answers to these questions could be your first step toward a better understanding of the internet and developing a new set of internet skills.  

By the end of this course you’ll be able to describe the structure and functionality of the world wide web, create dynamic web pages using a combination of HTML, CSS, and JavaScript, apply essential programming language concepts when creating HTML forms, select an appropriate web hosting service, and publish your webpages for the world to see. Finally, you’ll be able to develop a working model for creating your own personal or business websites in the future and be fully prepared to take the next step in a more advanced web development or design course or specialization. Course Overview and Website Structure and Hosting Designing Your Own Website: HTML Basics Introduction to Programming Using JavaScript Websites with Style: CSS Properties Colors and Fonts"
1262,web-frameworks,Front-End Web UI Frameworks and Tools: Bootstrap 4,Jogesh K. Muppala,Computer Science Mobile and Web Development Bootstrap (Front-End Framework) Node.Js Jquery SASS (Stylesheet Language),"This course will give you an overview of client-side web UI frameworks, in particular Bootstrap 4. You will learn about grids and responsive design, Bootstrap CSS and JavaScript components. You will learn about CSS preprocessors, Less and Sass. You will also learn the basics of Node.js and NPM and task runners like Grunt and Gulp.
At the end of this course, you will be able to a)Set up, design and style a web page using Bootstrap 4 and its components, b) Create a responsive web page design, and c) Make use of web tools to setup and manage web sites.
This course also includes an honors track that enables you to work on your own project developing a website using Bootstrap 4.
Students enrolling in this course should have prior good working knowledge of HTML, CSS and JavaScript. Front-end Web UI Frameworks Overview: Bootstrap Bootstrap CSS Components Bootstrap Javascript Components Web Tools"
1263,website-coding,"Responsive Website Basics: Code with HTML, CSS, and JavaScript ",Dr Matthew Yee-King Dr Marco Gillies Dr Kate Devlin,Computer Science Mobile and Web Development Jquery Html JavaScript Cascading Style Sheets (CCS),"In this course you will learn three key website programming and design languages: HTML, CSS and JavaScript. You will create a web page using basic elements to control layout and style.  Additionally, your web page will support interactivity. 

At the end of the course, you will be able to:

1. Define the purpose of HTML, CSS and JavaScript
2. Make a simple web page using HTML
3. Use CSS to control text styles and layout
4. Use CSS libraries such as Bootstrap to create responsive layouts
5. Use JavaScript variables and functions
6. Manipulate web page content using JavaScript
7. Respond to user input using JavaScript

In this course, you will complete: 
2 assignments writing HTML, CSS and JavaScript, each taking ~1 hour to complete
4 quizzes, each taking ~20 minutes to complete
1 programming exercise~30 minutes to complete
multiple practice quizzes, each taking ~5 minutes to complete

Participation in or completion of this online course will not confer academic credit for University of London programmes. Course introduction HTML  CSS Beginning JavaScript  Going deeper into JavaScript "
1264,weight-loss-plan,Designing Your Personal Weight Loss Plan,Mary Beth Kavanagh,Personal Development Personal Development ,"This 5 week course will guide learners through the essential steps in planning an individualized weight loss program. There is no guarantee of weight loss through completing the course; learners will have the framework and essential components for an evidence-based weight loss program. This course is intended for healthy adults who do not have any chronic disease such as diabetes, high blood pressure, heart disease, lung disease or any others. In addition, this course does not provide information for people who have food allergies or intolerances.

Losing weight and keeping it off requires planning and goal-setting. Crash diets or fad diets are ineffective and can be dangerous. This course provides evidence-based information for planning a weight loss program that is safe and effective in producing a one to two pound loss per week.

This course will help learners establish the following: 

1. A realistic goal weight with a specific plan for rate of weight loss and time frame for achieving goal weight.
2. A realistic goal for the frequency, duration, and intensity of exercise that will enable the learner to achieve and maintain the goal weight.
3. A specific set of strategies for grocery shopping, eating in restaurants, eating at social occasions, and dealing with hunger and emotional eating.
4. A plan for monitoring food intake, exercise and weight loss.
5. A plan for continued evaluation of progress to goals and strategies for adjusting goals for continued weight loss for the next 6 months or longer.
6. A thorough understanding of the difficulty of maintaining weight loss and a plan for maximizing the chances of keeping off the weight lost. Week 1 Week 2 Week 3 Week 4"
1265,western-christianity-200-1650,A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) ,Bruce Gordon,Arts and Humanities History ,"This course follows the extraordinary development of Western Christianity from its early persecution under the Roman Empire in the third century to its global expansion with the Jesuits of the early modern world. We explore the dynamic and diverse character of a religion with an enormous cast characters. We will meet men and women who tell stories of faith as well as of violence, suppression, and division. Along the way, we encounter Perpetua and her martyrdom in Carthage; the struggles of Augustine the bishop in North Africa; the zeal of Celtic monks and missionaries; the viciousness of the Crusades; the visions of Brigit of Sweden; and the fracturing of Christianity by Martin Luther’s protest. We hear the voices of great theologians as well as of those branded heretics by the Church, a powerful reminder that the growth of Christianity is a story with many narratives of competing visions of reform and ideals, powerful critiques of corruption and venality, and exclusion of the vanquished.  The troubled history of Christian engagement with Jews and Muslims is found in pogroms and expulsions, but also in the astonishing ways in which the culture of the West was transformed by Jewish and Islamic learning.
 
We shall explore the stunning beauty of the Book of Kells, exquisitely prepared by monks as the Vikings terrorized the coast of England. We will experience the blue light of the windows of Chartres, and ponder the opening questions of Thomas Aquinas’ great Summa. We will read from the Gutenberg Bible of the fifteenth century, which heralded the revolution brought by the printing press. We will travel from Calvin’s Geneva to Elizabeth’s England to Trent, where a Catholic Council met to inaugurate a modern, missionary Catholic church. We will walk through the great Escorial of Philip II of Spain, hear the poetry of John of the Cross, and follow the Jesuits to Brazil and China.
 
Christianity in the West was forged in the fires of conflict and tumult, and it brought forth both creativity and violence. It echoed with calls for God’s world to be transformed, it inspired the most sublime art and architecture, yet it also revealed the power of the union of cross and sword to destroy. The course is a journey through the formation of the West as one strand of Christianity, as one chapter in a global story. It is a journey that has shaped our world. Welcome to A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) Introduction: From Persecution to Empire Augustine and the North African Church  Monastic Lives: Desert Fathers to Celtic Christianity  Reformers and Crusaders"
1266,wharton-business-financial-modeling-capstone,Wharton Business and Financial Modeling Capstone,Richard Lambert Robert W. Holthausen Don Huesman Richard Waterman,Business Business Essentials Summary Statistics Financial Modeling Diversification (Finance) Investment,"In this Capstone you will recommend a business strategy based on a data model you’ve constructed. Using a data set designed by Wharton Research Data Services (WRDS), you will implement quantitative models in spreadsheets to identify the best opportunities for success and minimizing risk. Using your newly acquired decision-making skills, you will structure a decision and present this course of action in a professional quality PowerPoint presentation which includes both data and data analysis from your quantitative models.

Wharton Research Data Services (WRDS) is the leading data research platform and business intelligence tool for over 30,000 corporate, academic, government and nonprofit clients in 33 countries. WRDS provides the user with one location to access over 200 terabytes of data across multiple disciplines including Accounting, Banking, Economics, ESG, Finance, Insurance, Marketing, and Statistics. Getting Started Steps 1 and 2: Yahoo Finance Step 3: Creating an optimal risky portfolio on the efficient frontier Step 4: Optional exercise using CAPM tables"
1267,wharton-capstone,Wharton Business Foundations Capstone,Christian Terwiesch,Business Business Essentials Financial Accounting Accounting Finance Marketing,Wharton's Applied Knowledge Capstone Project enables you to apply your analytic skills to real business challenges – including your own. You’ll use your newly earned business skills to thoughtfully evaluate a real situation or opportunity from Wharton-governed companies like Shazam and SnapDeal. Start Here Choosing your Project and Videos for Review Marketing Plan for Review Preparing the Rough Draft and Accounting and Finance Videos for Review
1268,wharton-capstone-analytics,Business Analytics Capstone,Wharton Teaching Staff,Data Science Data Analysis Customer Analytics Strategic Management Data Analysis Business Analytics,"The Business Analytics Capstone Project gives you the opportunity to apply what you've learned about how to make data-driven decisions to a real business challenge faced by global technology companies like Yahoo, Google, and Facebook. At the end of this Capstone, you'll be able to ask the right questions of the data, and know how to use data effectively to address business challenges of your own. You’ll understand how cutting-edge businesses use data to optimize marketing, maximize revenue, make operations efficient, and make hiring and management decisions so that you can apply these strategies to your own company or business. Designed with Yahoo to give you invaluable experience in evaluating and creating data-driven decisions, the Business Analytics Capstone Project provides the chance for you to devise a plan of action for optimizing data itself to provide key insights and analysis, and to describe the interaction between key financial and non-financial indicators. Once you complete your analysis, you'll be better prepared to make better data-driven business decisions of your own.  Module 1: Capstone Project Topic - The Problem of Adblocking Module 2:  Defining the Problem Module 3:  Your Strategy Module 4:  Effects of Your Strategy/Measuring these Effects Module 5:  Final Project Submission"
1269,wharton-communication-skills,Improving Communication Skills,Maurice Schweitzer,Personal Development Personal Development goal setting Communication Negotiation Deception,"Learn how to communicate more effectively at work and achieve your goals. Taught by award-winning Wharton professor and best-selling author Maurice Schweitzer, Improving Communications Skills is an essential course designed to give you both the tools you need to improve your communication skills, and the most successful strategies for using them to your advantage. You'll learn how to discover if someone is lying (and how to react if they are), how to develop trust, the best method of communication for negotiation, and how to apologize. You'll also learn when to cooperate and when to compete, how to create persuasive messages, ask thoughtful questions, engage in active listening, and choose the right medium (face-to-face conversation, video conference, phone call, or email) for your messages. By the end of the course, you'll be able to understand what others want, respond strategically to their wants and needs, craft convincing and clear messages, and develop the critical communication skills you need to get ahead in business and in life. Cooperation Competition and Comparisons Trust Deception Effective Communication"
1270,wharton-corruption,Corruption,Philip Nichols,Social Sciences Governance and Society ,"You can't understand the world today if you don't understand corruption. Every day, we see high-level government officials resigning, governments changing, hundreds of thousands of people standing in squares, holding up signs, and often risking their lives to protest the corruption in the world. It's critically important to the health of our societies to understand what people are protesting against. We want to understand corruption. This course is designed to teach you about what corruption is, what causes corruption, the effects of corruption, and how to control corruption. We'll be talking about this from a global perspective using examples from all over the world. We'll also be talking about corruption from the perspective of countries, governments, businesses, citizens, and the people within these entities. At the end of this course, you'll have a better understanding of why the world is changing according to the path of corruption. If you're in a position to make changes within your respective entity, to make decisions about corruption, you'll be able to make better decisions. Week 1: What is Corruption? Week 2: Societal Level Effects Week 3: Individual Firm Level Effects Week 4: Corruption Control"
1271,wharton-decision-making-scenarios,Decision-Making and Scenarios,Richard Lambert Robert W. Holthausen,Business Business Essentials Cash Flow Financial Statement Balance Sheet Investment,"This course is designed to show you how use quantitative models to transform data into better business decisions. You’ll learn both how to use models to facilitate decision-making and also how to structure decision-making for optimum results. Two of Wharton’s most acclaimed professors will show you the step-by-step processes of modeling common business and financial scenarios, so you can significantly improve your ability to structure complex problems and derive useful insights about alternatives. Once you’ve created models of existing realities, possible risks, and alternative scenarios, you can determine the best solution for your business or enterprise, using the decision-making tools and techniques you’ve learned in this course. Evaluation Criteria: Net Present Value Evaluating Projects Expressing Business Strategies in Financial Terms New Product Value"
1272,wharton-entrepreneurship-capstone,Wharton Entrepreneurship Capstone,Kartik Hosanagar Lori Rosenkopf David Hsu Laura Huang Ethan Mollick David Bell Karl  T. Ulrich,Business Entrepreneurship Sales Presentation Elevator Pitch Finance Entrepreneurship,"In this Capstone project, you will be assembling a pitch deck for a new venture, including the key deliverables (e.g., customer needs, concept description, financials, and so forth).  You will review your peers' projects according to a rubric develop by Wharton Entrepreneurship and practice applying the same criteria VC’s use in evaluating potential investments. The learners with the top-scoring projects will be introduced to the most appropriate VC firms in Wharton Entrepreneurship’s network, according to region and sector. Start Here Building Your Pitch Deck Preliminary Pitch Deck Revision Week"
1273,wharton-entrepreneurship-financing-profitabilty,Entrepreneurship 4: Financing and Profitability,Kartik Hosanagar Lori Rosenkopf David Hsu Ethan Mollick David Bell Karl  T. Ulrich,Business Entrepreneurship Venture Capital Exit Strategy Finance Entrepreneurship,"Start-ups can benefit from a wide variety of financing options on the path to profitability, but how do you know which one to choose? This course explores different financing models, including bootstrapping, organic growth, debt and risk capital, and also provides a clear overview of equity financing including the key types of investors: angels, venture capital, and crowdfunding. You’ll learn about terms, and term sheets, exit modes and what exit strategy might be best for you. By the end of this course, you’ll have an understanding of what success looks like and how it can be financed. You’ll also be ready for the capstone project, in which you will get feedback on your own pitch deck, and may even be selected to pitch to investors from venture capital firms. Business Models and Keeping Customers Financing Valuation and Terms Private and Public Financing and Calculating Breakeven Elements of the Pitch and Exit Strategies"
1274,wharton-entrepreneurship-opportunity,Entrepreneurship 1: Developing the Opportunity,Lori Rosenkopf Karl  T. Ulrich Ethan Mollick David Bell Kartik Hosanagar David Hsu,Business Finance Discovery-Driven Planning Elevator Pitch Planning Entrepreneurship,"How does a good idea become a viable business opportunity? What is entrepreneurship and who fits the profile of an entrepreneur? This introductory course is designed to introduce you to the foundational concepts of entrepreneurship, including the definition of entrepreneurship, the profile of the entrepreneur, the difference between entrepreneurship and entrepreneurial management, and the role of venture creation in society. You’ll explore where technology entrepreneurship and impact entrepreneurship align and where they diverge, and you’ll learn proven techniques for identifying the opportunity, assessing the opportunity, hypothesis testing and creating a prototype.
By the end of this course, you’ll know how to test, validate and prototype your idea, and also whether or not you fit the profile of an entrepreneur! You’ll also be ready to move on to the next phase of entrepreneurship in Entrepreneurship 2: Launching the Start-Up. Introduction and Course Materials Module 1: Introduction to Entrepreneurship Module 2: Opportunity Analysis Module 3: Markets Need-Finding and Planning Module 4: Pitching Testing and Prototyping"
1275,wharton-introduction-spreadsheets-models,Introduction to Spreadsheets and Models,Don Huesman,Business Business Essentials Monte Carlo Method Microsoft Excel Linear Programming (LP) Solver,"The simple spreadsheet is one of the most powerful data analysis tools that exists, and it’s available to almost anyone. Major corporations and small businesses alike use spreadsheet models to determine where key measures of their success are now, and where they are likely to be in the future. But in order to get the most out of a spreadsheet, you have the know-how to use it. This course is designed to give you an introduction to basic spreadsheet tools and formulas so that you can begin harness the power of spreadsheets to map the data you have now and to predict the data you may have in the future. Through short, easy-to-follow demonstrations, you’ll learn how to use Excel or Sheets so that you can begin to build models and decision trees in future courses in this Specialization. 
Basic familiarity with, and access to, Excel or Sheets is required. Spreadsheets: A Tool for Thinking with Numbers From Spreadsheet to Model Addressing Uncertainty and Probability in Models  Simulation and Optimization"
1276,wharton-launching-startup,Entrepreneurship 2: Launching your Start-Up,Kartik Hosanagar Lori Rosenkopf David Hsu Ethan Mollick David Bell Karl  T. Ulrich,Business Entrepreneurship Brand Management Choosing Advisors Brand Entrepreneurship Strategic Management,"Once you have a prototype and a clearer vision of the opportunity, you’ll need to create a small organization to discover how to create a repeatable and scalable business model. Designed to provide you with a comprehensive overview of the critical components of creating a start-up, Entrepreneurship 2: Launching the Start-up, provides practical, real-world knowledge about the lean approach, the minimum viable product, when to pivot, when to quit your day job, the art of the pitch, building and managing a team, allocating equity, and building your external team, advisory board members, professional services, and entrepreneurial strategy. At the end of this course, you’ll be able to create a strategy for launch, including knowing who you need to hire, how to manage them to provide the greatest value, and what legal aspects are involved. You’ll also be prepared for Entrepreneurship 3: Growth Strategies. Preparing to Launch: Essential Components Module 2: Building the Team Module 3: Networks Professional Services and Intellectual Property Module 4: Branding Strategy and Summary"
1277,wharton-quantitative-modeling,Fundamentals of Quantitative Modeling,Richard Waterman,Business Business Essentials Modeling Linear Regression Probabilistic Models Regression Analysis,"How can you put data to work for you? Specifically, how can numbers in a spreadsheet tell us about present and past business activities, and how can we use them to forecast the future? The answer is in building quantitative models, and this course is designed to help you understand the fundamentals of this critical, foundational, business skill. Through a series of short lectures, demonstrations, and assignments, you’ll learn the key ideas and process of quantitative modeling so that you can begin to create your own models for your own business or enterprise. By the end of this course, you will have seen a variety of practical commonly used quantitative models as well as the building blocks that will allow you to start structuring your own models. These building blocks will be put to use in the other courses in this Specialization. Module 1: Introduction to Models  Module 2: Linear Models and Optimization Module 3: Probabilistic Models Module 4: Regression Models"
1278,wharton-risk-models,Modeling Risk and Realities,Sergei Savin Senthil Veeraraghavan,Business Business Essentials Modeling Risk Microsoft Excel Simulation,"Useful quantitative models help you to make informed decisions both in situations in which the factors affecting your decision are clear, as well as in situations in which some important factors are not clear at all. In this course, you can learn how to create quantitative models to reflect complex realities, and how to include in your model elements of risk and uncertainty. You’ll also learn the methods for creating predictive models for identifying optimal choices; and how those choices change in response to changes in the model’s assumptions. You’ll also learn the basics of the measurement and management of risk. By the end of this course, you’ll be able to build your own models with your own data, so that you can begin making data-informed decisions. You’ll also be prepared for the next course in the Specialization. Week 1: Modeling Decisions in Low Uncertainty Settings Week 2: Risk and Reward: Modeling High Uncertainty Settings Week 3: Choosing Distributions that Fit Your Data Week 4: Balancing Risk and Reward Using Simulation"
1279,wharton-social-human-capital,Managing Social and Human Capital,Michael Useem Peter Cappelli,Business Leadership and Management Decision-Making Change Management Human Resources (HR),"People are the most valuable asset of any business, but they are also the most unpredictable, and the most difficult asset to manage. And although managing people well is critical to the health of any organization, most managers don't get the training they need to make good management decisions. Now, award-winning authors and renowned management Professors Mike Useem and Peter Cappelli of the Wharton School have designed this course to introduce you to the key elements of managing people. Based on their popular course at Wharton, this course will teach you how to motivate individual performance and design reward systems, how to design jobs and organize work for high performance, how to make good and timely management decisions, and how to design and change your organization’s architecture. By the end of this course, you'll have developed the skills you need to start motivating, organizing, and rewarding people in your organization so that you can thrive as a business and as a social organization. Motivation and Reward Tasks Jobs and Systems of Work Making Good and Timely Management Decisions ""Designing and Changing the Organizations Architecture"""
1280,wharton-succcess,Success,Richard Shell,Personal Development Personal Development goal setting Happiness Personality Development Personal Development,"Do you want to be more successful? This course was designed to help you define what success means to you, and to develop a plan for achieving it. Wharton Professor G. Richard Shell, an award-winning author and the creator of the popular Wharton School course on the meaning of success, created this course to help you answer the questions that arise when you consider how best to use your life. Drawing on his decades of research and mentoring, Shell offers personalized assessments to help you probe your past, imagine your future, and measure your strengths. He then combines these with the latest scientific insights on everything from self-confidence and happiness to relationships and careers. Throughout, he shares inspiring examples of people who found what they were meant to do by embracing their own true measure of success. Get ready for the journey of a lifetime—one that will help you reevaluate your future and envision success on your own terms. Students and executives say that Richard Shell’s courses and executive training programs have changed their lives. Let this course change yours. Week 1: Launching Your Personal Search for Success Week 2: How to Think About Success on Your Own Terms Week 3: Diving Deeper: What Research Tells Us About Achievement and Happiness Week 4: Putting it Together: Charting Your Path to the Future"
1281,what-is-news,What is news? ,Joanne Gerstner Eric Freedman Joe Grimm David Poulson Jeremy Steele Lucinda D. Davenport,Arts and Humanities Music and Art ,"This course will guide you through the basic elements of professional journalism and the news values and ethics of covering real-world issues and events. The overview and examples of the types of news coverage helps introduce the different types of journalism, such as social media, multimedia, print, visual and broadcast, and how professional journalists effectively use each format. Welcome to the Michigan State School of Journalism!  Earning and keeping trust  Connecting with audiences and communities   Forms of journalism and their purposes "
1282,what-is-social,What is Social?,Randy Hlavac,Business Marketing Social Marketing Social Network Social Media Marketing Social Media,"The “What Is Social?"" MOOC is for business owners, executives, and marketing professionals who want to significantly improve their abilities to grow their social strategy using effective, proven methodologies. This hands on, ""how to"" program won’t just tell you how to grow your professional persona using social – you will actually do it! This course is the first in the six-course specialization, Social Media Marketing: How to Profit in a Digital World. 

While the course can be audited for free, paid learners will receive additional content beyond the course basics. For MOOC 1, the toolkit includes a special video from Alessandro Acquisti on Big Data and a set of studies done by IBM on engagement and social marketing strategies with bottom-line profits. 

This course has been designed to give you the tools, insights, knowledge, and skills to immediately impact your organization. In addition, we will help you network with thought leaders in social.  After completing this course, you and your organization’s staff will be able to position, engage, and grow relationships with the consumers of highest value to you.

Today, we are living in a period of massive disruption. New technologies are changing the way people engage with each other and with the organizations that interest them. This course will start you on the path to growing your own social strategy using effective, proven methodologies.

Additional MOOC 1 faculty include: 
* Judy Ungar Franks (President, The Marketing Democracy, Ltd. & Lecturer, Medill Integrated Marketing Communications, Northwestern) Introduction to Social Marketing Social Trends The Business of Social Social Overview"
1283,wind-energy,Wind Energy,Merete Badger Alma Salnaja Lars Pilgaard Mikkelsen Ameya Sathe Vladimir Fedorov Tom Cronin Torben Krogh Mikkelsen Morten Hartvig Hansen Niels-Erik Clausen Bonnie Ram Sven-Erik Gryning Kim Branner Poul Ejnar Sørensen Hilmar Kjartansson Danielsen Henrik Bredmose,Physical Science and Engineering Mechanical Engineering Wind Energy Materials Wind Power Wind Energy Engineering,"How tall is a modern wind turbine and how can it possibly generate power from the wind? This course gives an overview of key aspects in wind energy engineering. Whether you are looking for general insight in this green technology or your ambition is to pursue a career in wind energy engineering, 'Wind Energy' is an excellent starting point. 

Experts located in the wind pioneering country of Denmark will take you on a tour through the most fundamental disciplines of wind energy research such as wind measurements and resource assessment, aerodynamics, wind turbine technology, structural mechanics, materials, financial and electrical systems. 

You will gain a rational understanding of wind energy engineering and, through hands-on exercises, you will learn to perform wind energy calculations based on simple models. Working with the different course disciplines will give you a taste of what wind energy engineering is all about. This allows you to identify the most interesting or relevant aspects of wind energy engineering to be pursued in your future studies or in your professional career.

View our video: https://youtu.be/he4UWTGHxrY  About this course Introduction to wind energy Wind resources Test and measurements Economy Wind turbine technology Aerodynamics Materials"
1284,wine,Wine Tasting: Sensory Techniques for Wine Analysis,John Buechsenstein,Personal Development Personal Development ,"With its roots in ancient cultures as early as 6,000 BC, wine has long been part of the human experience. Today, increasing worldwide interest in wine and its complexities and varieties has created an international market valued at $304 billion annually. For the learner who is just getting started in the study of wine, this course will help you take the first steps toward understanding the physiological process of wine tasting. The first module will explore types of wine and help you set up your own tasting. You’ll also begin to build a sensory vocabulary. In module 2 you will review classic wine types of the world and set up flights of specific wines. Later we’ll examine the various faults and defects that can appear in wine as well as techniques for spotting problems. In week 4 we’ll delve into the complex world of wine and food pairings, and its “seven deadly sins.” The course will culminate in a peer review project in which you will apply the knowledge and sensory techniques you have developed throughout the course to assess a specific wine. Wine Styles Wine Flavor and Aroma Common Wine Faults Wine and Food Pairing"
1285,wireless-communications,Wireless Communications for Everybody,Kwang-Soon Kim Seong-Lyun Kim Chan-Byoung Chae Dae-Sik Hong Song-Kuk Kim,Physical Science and Engineering Electrical Engineering ,"This course will provide an introduction and history of cellular communication systems that have changed our lives during the recent four decades and will become an essential and inseparable part of human life. The principles of wireless communication theory are covered with emphasis on the essential concept delivery to non-major learners in the easiest way. Then, it will be covered how such principles are realized and how multimedia services can be delivered in practical LTE cellular systems by which learners are connected and enjoys together in their lives.

After completing this course, learners will be able to understand
1. What a cellular system is and how it has been developed so far 
2. The very basic principles how information can be delivered efficiently using radio
3. How such principles are realized in LTE systems.
4. How people can be connected and multimedia services can be delivered in LTE systems Introduction and History of Cellular Communication Systems Principles of Wireless Communication Theory Principles of Wireless Resource Management Multiple Antenna Technologies"
1286,women-in-leadership,Women in Leadership: Inspiring Positive Change,Diana Bilimoria PhD,Business Leadership and Management Assertiveness Communication Negotiation Leadership,"This course aims to inspire and empower women and men across the world to engage in purposeful career development and take on leadership for important causes---to lead change with more conviction and confidence---and improve our workplaces and communities for all. By offering more complex understandings of issues related to professional women and work, the course will help you increase self-knowledge about your own values and vision, as well as enhance your capabilities as a leader, manager, and team contributor. We will examine the opportunities, challenges, trade-offs, and organizational dynamics experienced by women in work organizations, as well as reflect on and practice effective individual behaviors.

The course aims at answering questions such as: What are the valued attributes and behaviors of women in the workplace? How does the gendered nature of organizations impact women? What derails our career advancement and what propels us upward? What are your leadership goals and aspirations? How can you best integrate your multiple family and work life commitments? How do you define career success? What can organizations do to provide women with opportunities to excel? What opportunities could our global economy harness by advancing women to leadership? How can the full talents of the workforce be tapped into and developed?

The course is about leadership and inspiring change, but at its core it is meant to inspire and empower women and men across the world to engage in purposeful career development and take on leadership for important causes, to lead change with more conviction and confidence, and improve our workplaces and communities for all. Your involvement in the course activities is essential to help you learn these concepts and develop the necessary skills to implement them. If you watch the videos and read the required articles you will be introduced to some intriguing ideas. If you do the personal reflective exercises and complete the final project you will convert those ideas into relevant experiences to enhance your life and work. Going beyond your personal relevance, your potential learning will expand to understanding and working with others more effectively through either the Discussion Forums in the course or through face-to-face discussions (some of you are taking the course in groups). Each week, we will post reminders, changes, and other relevant announcements. WEEK 1: Yourself as a Leader—Developing your Leadership Identity ""WEEK 2: The Current State of Womens Leadership at the Top!"" ""WEEK 3: Womens Leadership Presence"" WEEK 4: Leadership Tools for Women"
